Gene_Id	Chr	Start	End	Length	Reads	TPM	ExonLength	ExonReads	ExonTPM	IntronLength	IntronReads	IntronTPM	UniqueLength	UniqueReads	UniqueTPM	UniqueExonLength	UniqueExonReads	UniqueExonTPM	UniqueIntronLength	UniqueIntronReads	UniqueIntronTPM
YPL061W	XVI	432587	434089	1503	14678	803.653	1503	14678	732.829	0	0	0	1503	14678	820.978	1503	14678	732.19	0	0	0
YPL060W	XVI	434522	435763	1242	152	10.0712	1242	152	9.18368	0	0	0	1242	152	10.2883	1242	152	9.17567	0	0	0
tC(GCA)P1	XVI	435892	435963	72	2	2.28591	72	2	2.08445	0	0	0	72	2	2.33518	72	2	2.08264	0	0	0
YPL060C-A	XVI	439427	442741	3315	107	2.6562	3315	107	2.42212	0	0	0	3315	107	2.71346	3315	107	2.42	0	0	0
YPL059W	XVI	444578	445030	453	969	176.03	453	969	160.517	0	0	0	453	969	179.825	453	969	160.377	0	0	0
YPL058C	XVI	445841	450376	4536	1880	34.1072	4536	1880	31.1014	0	0	0	4536	1880	34.8424	4536	1880	31.0743	0	0	0
YPL057C	XVI	451908	453056	1149	1275	91.3168	1149	1275	83.2693	0	0	0	1149	1275	93.2854	1149	1275	83.1967	0	0	0
YPL056C	XVI	453429	453734	306	94	25.2794	306	94	23.0516	0	0	0	306	94	25.8244	306	94	23.0315	0	0	0
YPL055C	XVI	453991	454989	999	524	43.1645	999	524	39.3605	0	0	0	999	524	44.095	999	524	39.3262	0	0	0
YPL054W	XVI	455758	456663	906	95	8.62891	906	95	7.86847	0	0	0	906	95	8.81493	906	95	7.86161	0	0	0
YPL053C	XVI	457117	458457	1341	1786	109.601	1341	1786	99.9418	0	0	0	1341	1786	111.963	1341	1786	99.8547	0	0	0
YPL052W	XVI	458798	459677	880	291	27.2127	879	291	24.8427	0	0	0	879	291	27.8309	879	291	24.821	0	0	0
YPL051W	XVI	459962	460558	597	278	38.3205	597	278	34.9434	0	0	0	597	278	39.1466	597	278	34.9129	0	0	0
YPL050C	XVI	460778	461965	1188	2707	187.514	1188	2707	170.988	0	0	0	1188	2707	191.556	1188	2707	170.839	0	0	0
YPL049C	XVI	462480	463838	1359	1103	66.7908	1359	1103	60.9047	0	0	0	1359	1103	68.2307	1359	1103	60.8516	0	0	0
YPL048W	XVI	464400	465647	1248	2399	158.189	1248	2399	144.248	0	0	0	1248	2399	161.599	1248	2399	144.122	0	0	0
YPL047W	XVI	465961	466260	300	196	53.7645	300	196	49.0263	0	0	0	300	196	54.9235	300	196	48.9836	0	0	0
YPL046C	XVI	466643	466942	300	151	41.4206	300	151	37.7703	0	0	0	300	151	42.3135	300	151	37.7374	0	0	0
YPL045W	XVI	467259	469655	2397	586	20.1183	2397	586	18.3453	0	0	0	2397	586	20.552	2397	586	18.3293	0	0	0
YPL044C	XVI	469925	470473	549	790	118.417	549	790	107.982	0	0	0	13	58	375.067	13	58	334.503	0	0	0
YPL043W	XVI	469938	471995	2058	2475	98.967	2058	2475	90.2453	0	0	0	1522	1797	99.2561	1522	1797	88.5216	0	0	0
YPL042C	XVI	473039	474706	1668	426	21.0172	1668	426	19.165	0	0	0	1668	426	21.4703	1668	426	19.1483	0	0	0
YPL041C	XVI	475117	475740	624	110	14.5067	624	110	13.2283	0	0	0	624	110	14.8194	624	110	13.2167	0	0	0
YPL040C	XVI	475992	479000	3009	687	18.7886	3009	687	17.1328	0	0	0	3009	687	19.1937	3009	687	17.1179	0	0	0
YPL039W	XVI	479224	480174	951	293	25.3541	951	293	23.1197	0	0	0	951	293	25.9007	951	293	23.0995	0	0	0
YPL038W-A	XVI	480181	480372	192	18	7.71493	192	18	7.03503	0	0	0	192	18	7.88125	192	18	7.0289	0	0	0
YPL038W	XVI	480534	481067	534	212	32.6705	534	212	29.7913	0	0	0	534	212	33.3748	534	212	29.7653	0	0	0
YPL037C	XVI	481427	481900	474	4951	859.558	474	4951	783.807	0	0	0	474	4951	878.088	474	4951	783.124	0	0	0
YPL036W	XVI	482842	485685	2844	236	6.82878	2844	236	6.22697	0	0	0	2844	236	6.97599	2844	236	6.22155	0	0	0
YPL035C	XVI	486563	486910	348	168	39.7275	348	168	36.2264	0	0	0	148	105	59.6419	148	105	53.1917	0	0	0
YPL034W	XVI	486711	487208	498	217	35.8584	498	217	32.6983	0	0	0	298	144	40.6228	298	144	36.2295	0	0	0
YPL033C	XVI	487361	488206	846	16	1.55636	846	16	1.4192	0	0	0	846	16	1.58991	846	16	1.41797	0	0	0
YPL032C	XVI	488886	491363	2478	1801	59.8099	2478	1801	54.539	0	0	0	2478	1801	61.0993	2478	1801	54.4915	0	0	0
YPL031C	XVI	492017	493036	1020	699	56.3946	918	698	57.0568	102	2	146.981	1020	699	57.6104	918	698	57.0071	102	2	145.54
YPL030W	XVI	493542	495245	1704	829	40.0355	1704	829	36.5073	0	0	0	1704	829	40.8986	1704	829	36.4755	0	0	0
YPL029W	XVI	495505	497718	2214	825	30.6646	2214	825	27.9622	0	0	0	2214	825	31.3256	2214	825	27.9378	0	0	0
YPL028W	XVI	498095	499291	1197	2558	175.86	1197	2558	160.362	0	0	0	1197	2558	179.651	1197	2558	160.222	0	0	0
YPL027W	XVI	499664	500401	738	13	1.4496	738	13	1.32185	0	0	0	738	13	1.48085	738	13	1.3207	0	0	0
YPL026C	XVI	500674	502182	1509	945	51.5351	1509	945	46.9934	0	0	0	1509	945	52.6461	1509	945	46.9525	0	0	0
YPL025C	XVI	502472	503029	558	14	2.06469	558	14	1.88273	0	0	0	558	14	2.1092	558	14	1.88109	0	0	0
YPL024W	XVI	503516	504241	726	493	55.8819	726	493	50.9571	0	0	0	726	493	57.0866	726	493	50.9127	0	0	0
YPL023C	XVI	504338	506311	1974	1154	48.1082	1974	1154	43.8686	0	0	0	1974	1154	49.1453	1974	1154	43.8303	0	0	0
YPL022W	XVI	506696	509998	3303	1174	29.2496	3303	1174	26.6719	0	0	0	3303	1174	29.8802	3303	1174	26.6487	0	0	0
YPL021W	XVI	511100	511663	564	4	0.583635	564	4	0.532201	0	0	0	564	4	0.596217	564	4	0.531737	0	0	0
YPL020C	XVI	512312	514177	1866	600	26.4606	1866	600	24.1287	0	0	0	1866	600	27.0311	1866	600	24.1077	0	0	0
YPL019C	XVI	514510	517017	2508	951	31.2042	2508	951	28.4543	0	0	0	2508	951	31.8769	2508	951	28.4295	0	0	0
YPL018W	XVI	517650	518759	1110	185	13.7154	1110	185	12.5067	0	0	0	1083	182	14.1275	1083	182	12.5997	0	0	0
YPL017C	XVI	518733	520232	1500	170	9.32649	1500	170	8.50457	0	0	0	1473	168	9.58805	1473	168	8.55111	0	0	0
YPL016W	XVI	521013	524957	3945	783	16.3334	3945	783	14.8939	0	0	0	3945	783	16.6855	3945	783	14.881	0	0	0
YPL015C	XVI	525809	526882	1074	486	37.2385	1074	486	33.9568	0	0	0	1074	486	38.0413	1074	486	33.9272	0	0	0
YPL014W	XVI	527546	528691	1146	254	18.2394	1146	254	16.632	0	0	0	1146	254	18.6326	1146	254	16.6175	0	0	0
YPL013C	XVI	528984	529349	366	740	166.384	366	740	151.721	0	0	0	366	740	169.971	366	740	151.589	0	0	0
YPL012W	XVI	529722	533408	3687	2334	52.0941	3687	2334	47.5031	0	0	0	3687	2334	53.2171	3687	2334	47.4617	0	0	0
YPL011C	XVI	533641	534702	1062	424	32.855	1062	424	29.9596	0	0	0	1062	424	33.5633	1062	424	29.9335	0	0	0
YPL010W	XVI	535017	535586	570	1317	190.139	570	1317	173.383	0	0	0	570	1317	194.238	570	1317	173.232	0	0	0
YPL009C	XVI	535819	538935	3117	1821	48.0766	3117	1821	43.8397	0	0	0	3117	1821	49.113	3117	1821	43.8015	0	0	0
YPL008W	XVI	539384	541969	2586	575	18.2979	2586	575	16.6853	0	0	0	2586	575	18.6923	2586	575	16.6708	0	0	0
YPL007C	XVI	542081	543847	1767	501	23.3325	1767	501	21.2763	0	0	0	1767	501	23.8355	1767	501	21.2577	0	0	0
YPL006W	XVI	544630	548142	3513	760	17.8031	3513	760	16.2342	0	0	0	3513	760	18.1869	3513	760	16.22	0	0	0
YPL005W	XVI	548485	550305	1821	236	10.665	1821	236	9.72516	0	0	0	1821	236	10.895	1821	236	9.71668	0	0	0
YPL004C	XVI	550631	551656	1026	2140	171.643	1026	2140	156.517	0	0	0	1026	2140	175.344	1026	2140	156.38	0	0	0
YPL003W	XVI	552019	553407	1389	317	18.781	1389	317	17.1258	0	0	0	1389	317	19.1858	1389	317	17.1109	0	0	0
YPL002C	XVI	553626	554327	702	312	36.5745	702	312	33.3512	0	0	0	702	312	37.3629	702	312	33.3222	0	0	0
YPL001W	XVI	554604	555728	1125	413	30.2105	1125	413	27.5481	0	0	0	1125	413	30.8618	1125	413	27.5241	0	0	0
YPR001W	XVI	556376	557836	1461	176	9.91341	1461	176	9.03976	0	0	0	1461	176	10.1271	1461	176	9.03189	0	0	0
YPR002W	XVI	558384	559934	1551	787	41.7565	1551	787	38.0765	0	0	0	1551	787	42.6566	1551	787	38.0434	0	0	0
tF(GAA)P1	XVI	560197	560288	92	35	31.307	73	35	35.9782	19	28	11046.8	92	35	31.9819	73	35	35.9469	19	28	10938.4
YPR002C-A	XVI	560568	560765	198	118	49.0431	198	118	44.721	0	0	0	198	118	50.1003	198	118	44.682	0	0	0
YPR003C	XVI	561503	563767	2265	480	17.4395	2265	480	15.9026	0	0	0	2265	480	17.8154	2265	480	15.8887	0	0	0
YPR004C	XVI	564006	565040	1035	2114	168.084	1035	2114	153.271	0	0	0	1035	2114	171.707	1035	2114	153.137	0	0	0
YPR005C	XVI	565786	566670	885	180	16.7375	885	180	15.2624	0	0	0	885	180	17.0983	885	180	15.2491	0	0	0
YPR006C	XVI	567268	568995	1728	254	12.0962	1728	254	11.0302	0	0	0	1728	254	12.357	1728	254	11.0206	0	0	0
YPR007C	XVI	569335	571377	2043	23	0.926446	2043	23	0.8448	0	0	0	2043	23	0.946418	2043	23	0.844064	0	0	0
YPR008W	XVI	573017	575101	2085	759	29.9569	2085	759	27.3168	0	0	0	2085	759	30.6027	2085	759	27.293	0	0	0
YPR009W	XVI	576551	577357	807	361	36.8124	807	361	33.5682	0	0	0	807	361	37.606	807	361	33.539	0	0	0
YPR010C	XVI	577584	581195	3612	5328	121.388	3612	5328	110.691	0	0	0	3612	5328	124.005	3612	5328	110.594	0	0	0
tK(CUU)P	XVI	582061	582133	73	1	1.1273	73	1	1.02795	0	0	0	73	1	1.1516	73	1	1.02705	0	0	0
YPR010C-A	XVI	582372	582733	362	1827	415.328	219	1815	621.909	143	46	2411.32	362	1827	424.281	219	1815	621.367	143	46	2387.66
YPR011C	XVI	583061	584041	981	473	39.6783	981	473	36.1815	0	0	0	981	473	40.5337	981	473	36.15	0	0	0
YPR012W	XVI	584308	584562	255	37	11.9405	255	37	10.8882	0	0	0	255	37	12.1979	255	37	10.8787	0	0	0
YPR013C	XVI	584631	585584	954	198	17.0796	954	198	15.5744	0	0	0	954	198	17.4478	954	198	15.5608	0	0	0
YPR014C	XVI	587188	587517	330	16	3.98994	330	16	3.63832	0	0	0	330	16	4.07596	330	16	3.63515	0	0	0
YPR015C	XVI	590282	591025	744	38	4.20312	744	38	3.8327	0	0	0	744	38	4.29373	744	38	3.82936	0	0	0
YPR016C	XVI	592331	593068	738	2584	288.136	738	2584	262.743	0	0	0	738	2584	294.347	738	2584	262.514	0	0	0
YPR016W-A	XVI	593095	593355	261	288	90.8056	261	288	82.8031	0	0	0	261	288	92.7632	261	288	82.7309	0	0	0
YPR017C	XVI	593485	593916	432	233	44.3847	432	233	40.4731	0	0	0	432	233	45.3415	432	233	40.4379	0	0	0
YPR018W	XVI	594475	596295	1821	480	21.6916	1821	480	19.78	0	0	0	1821	480	22.1592	1821	480	19.7627	0	0	0
YPR019W	XVI	596749	599550	2802	997	29.2811	2802	997	26.7006	0	0	0	2802	997	29.9124	2802	997	26.6774	0	0	0
YPR020W	XVI	599869	600216	348	887	209.752	348	887	191.267	0	0	0	348	887	214.273	348	887	191.1	0	0	0
YPR021C	XVI	600648	603356	2709	711	21.5984	2709	711	19.695	0	0	0	2709	711	22.064	2709	711	19.6778	0	0	0
YPR022C	XVI	603910	607311	3402	937	22.6655	3402	937	20.6681	0	0	0	3402	937	23.1542	3402	937	20.6501	0	0	0
YPR023C	XVI	608825	610030	1206	1194	81.4738	1206	1194	74.2936	0	0	0	1206	1194	83.2301	1206	1194	74.2289	0	0	0
YPR024W	XVI	610480	612723	2244	2921	107.12	2244	2921	97.6795	0	0	0	2244	2921	109.429	2244	2921	97.5944	0	0	0
YPR025C	XVI	613376	614557	1182	540	37.5956	1182	540	34.2824	0	0	0	1182	540	38.4061	1182	540	34.2525	0	0	0
YPR026W	XVI	615378	619013	3636	327	7.4009	3636	327	6.74867	0	0	0	3636	327	7.56045	3636	327	6.74279	0	0	0
YPR027C	XVI	620424	621257	834	105	10.3606	834	105	9.44752	0	0	0	834	105	10.5839	834	105	9.43929	0	0	0
tF(GAA)P2	XVI	622539	622630	92	1	0.894485	73	1	1.02795	19	1	394.529	92	1	0.913768	73	1	1.02705	19	1	390.659
YPR028W	XVI	623526	624201	676	2942	358.143	543	2929	404.775	133	27	1521.75	676	2942	365.864	543	2929	404.423	133	27	1506.83
YPR029C	XVI	624468	626966	2499	1393	45.8718	2499	1393	41.8292	0	0	0	2499	1393	46.8607	2499	1393	41.7927	0	0	0
YPR030W	XVI	627879	631244	3366	173	4.22954	3366	173	3.8568	0	0	0	3366	173	4.32072	3366	173	3.85343	0	0	0
YPR031W	XVI	631514	633760	2247	369	13.514	2247	369	12.323	0	0	0	2247	369	13.8053	2247	369	12.3123	0	0	0
YPR032W	XVI	634122	637223	3102	576	15.2806	3102	576	13.934	0	0	0	3102	576	15.6101	3102	576	13.9218	0	0	0
YPR033C	XVI	637378	639018	1641	4042	202.698	1641	4042	184.834	0	0	0	1641	4042	207.067	1641	4042	184.673	0	0	0
YPR034W	XVI	639524	640957	1434	1266	72.6516	1434	1266	66.249	0	0	0	1434	1266	74.2178	1434	1266	66.1912	0	0	0
YPR035W	XVI	642207	643319	1113	15774	1166.29	1113	15774	1063.51	0	0	0	1113	15774	1191.43	1113	15774	1062.58	0	0	0
YPR036W	XVI	643835	645271	1437	3155	180.677	1437	3155	164.754	0	0	0	1437	3155	184.572	1437	3155	164.611	0	0	0
YPR036W-A	XVI	645949	646152	204	7507	3028.29	204	7507	2761.41	0	0	0	204	7507	3093.57	204	7507	2759	0	0	0
YPR037C	XVI	646447	647037	591	327	45.5325	591	327	41.5198	0	0	0	388	181	39.2166	388	181	34.9754	0	0	0
YPR038W	XVI	646835	647194	360	210	48.004	360	210	43.7735	0	0	0	0	0	0	0	0	0	0	0	0
YPR039W	XVI	647011	647346	336	117	28.6555	336	117	26.1301	0	0	0	109	5	3.85627	109	5	3.43922	0	0	0
YPR040W	XVI	647304	648374	1071	381	29.275	1071	381	26.695	0	0	0	1028	380	31.0752	1028	380	27.7145	0	0	0
YPR041W	XVI	648703	649920	1218	3637	245.729	1218	3637	224.074	0	0	0	1218	3637	251.027	1218	3637	223.878	0	0	0
YPR042C	XVI	650434	653661	3228	367	9.35607	3228	367	8.53153	0	0	0	3228	367	9.55776	3228	367	8.5241	0	0	0
YPR043W	XVI	654165	654846	682	7289	879.517	279	6993	1880.85	403	365	6789.22	358	346	81.2488	2	35	1312.06	356	346	7214.02
YPR044C	XVI	654523	654876	354	6997	1626.56	354	6997	1483.21	0	0	0	30	116	325.058	30	116	289.903	0	0	0
YPR045C	XVI	655139	656551	1413	555	32.323	1413	555	29.4744	0	0	0	1413	555	33.0198	1413	555	29.4487	0	0	0
YPR046W	XVI	656798	657343	546	219	33.0075	546	219	30.0986	0	0	0	546	219	33.719	546	219	30.0724	0	0	0
YPR047W	XVI	657528	658937	1410	553	32.275	1410	553	29.4307	0	0	0	1410	553	32.9708	1410	553	29.4051	0	0	0
YPR048W	XVI	659181	661052	1872	809	35.5634	1872	809	32.4293	0	0	0	1872	809	36.3301	1872	809	32.401	0	0	0
YPR049C	XVI	661136	664672	3537	403	9.37628	3537	403	8.54997	0	0	0	3537	403	9.57841	3537	403	8.54252	0	0	0
YPR050C	XVI	664952	665365	414	545	108.332	414	545	98.7849	0	0	0	7	20	240.19	7	20	214.214	0	0	0
YPR051W	XVI	664959	665489	531	582	90.1964	531	582	82.2476	0	0	0	124	133	90.1682	124	133	80.4166	0	0	0
YPR052C	XVI	665692	665973	282	1422	414.965	282	1422	378.395	0	0	0	95	653	577.847	95	653	515.354	0	0	0
YPR053C	XVI	665787	666242	456	1182	213.311	456	1182	194.512	0	0	0	269	206	64.3782	269	206	57.4157	0	0	0
YPR054W	XVI	666279	667445	1167	290	20.4497	1167	290	18.6475	0	0	0	1167	290	20.8906	1167	290	18.6313	0	0	0
YPR055W	XVI	667675	670872	3198	689	17.7297	3198	689	16.1672	0	0	0	3198	689	18.1119	3198	689	16.1531	0	0	0
YPR056W	XVI	671125	672141	1017	443	35.8462	1017	443	32.6872	0	0	0	1017	443	36.619	1017	443	32.6587	0	0	0
YPR057W	XVI	672470	673495	1026	697	55.9044	1026	697	50.9777	0	0	0	1026	697	57.1096	1026	697	50.9333	0	0	0
YPR058W	XVI	673750	674673	924	707	62.9663	924	707	57.4172	0	0	0	563	512	76.4514	563	512	68.1832	0	0	0
YPR059C	XVI	674313	674699	387	263	55.9249	387	263	50.9964	0	0	0	26	12	38.8	26	12	34.6038	0	0	0
YPR060C	XVI	674860	675630	771	597	63.7207	771	597	58.1051	0	0	0	771	597	65.0944	771	597	58.0545	0	0	0
YPR061C	XVI	675976	676881	906	73	6.63064	906	73	6.04629	0	0	0	906	73	6.77358	906	73	6.04103	0	0	0
YPR062W	XVI	677164	677640	477	1083	186.84	477	1083	170.375	0	0	0	477	1083	190.868	477	1083	170.226	0	0	0
YPR063C	XVI	677811	678319	509	1013	163.777	423	1013	179.706	86	25	2179.08	509	1013	167.307	423	1013	179.55	86	25	2157.71
YPR064W	XVI	678950	679369	420	9	1.76341	420	9	1.60801	0	0	0	420	9	1.80143	420	9	1.60661	0	0	0
YPR065W	XVI	679692	680798	1107	899	66.8302	1107	899	60.9406	0	0	0	1107	899	68.2709	1107	899	60.8875	0	0	0
YPR066W	XVI	681212	682111	900	167	15.2698	900	167	13.9241	0	0	0	900	167	15.599	900	167	13.912	0	0	0
YPR067W	XVI	682219	682776	558	315	46.4555	558	315	42.3615	0	0	0	558	315	47.457	558	315	42.3246	0	0	0
YPR068C	XVI	682940	684352	1413	214	12.4633	1413	214	11.3649	0	0	0	1413	214	12.732	1413	214	11.355	0	0	0
YPR069C	XVI	684555	685436	882	1832	170.93	882	1832	155.866	0	0	0	882	1832	174.615	882	1832	155.73	0	0	0
YPR070W	XVI	685897	687597	1701	434	20.9965	1701	434	19.1461	0	0	0	1701	434	21.4491	1701	434	19.1294	0	0	0
YPR071W	XVI	688171	688806	636	199	25.7488	636	199	23.4796	0	0	0	636	199	26.3039	636	199	23.4591	0	0	0
YPR072W	XVI	690106	691788	1683	1192	58.2845	1683	1192	53.148	0	0	0	1683	1192	59.541	1683	1192	53.1017	0	0	0
YPR073C	XVI	691932	692417	486	807	136.646	486	807	124.604	0	0	0	486	807	139.592	486	807	124.495	0	0	0
YPR074C	XVI	692795	694837	2043	8791	354.104	2043	8791	322.897	0	0	0	2043	8791	361.738	2043	8791	322.616	0	0	0
YPR075C	XVI	695736	696818	1083	1059	80.4689	1083	1059	73.3774	0	0	0	739	841	95.6699	739	841	85.3233	0	0	0
YPR076W	XVI	696475	696849	375	317	69.5647	375	317	63.4341	0	0	0	31	48	130.168	31	48	116.09	0	0	0
YPR077C	XVI	697130	697501	372	19	4.20312	372	19	3.8327	0	0	0	16	4	21.0167	16	4	18.7437	0	0	0
YPR078C	XVI	697146	698264	1119	77	5.66267	1119	77	5.16363	0	0	0	763	62	6.8311	763	62	6.09233	0	0	0
YPR079W	XVI	698868	700013	1146	338	24.2713	1146	338	22.1323	0	0	0	1146	338	24.7945	1146	338	22.113	0	0	0
YPR080W	XVI	700593	701969	1377	138596	8282.81	1377	138596	7552.86	0	0	0	1377	138596	8461.36	1377	138596	7546.28	0	0	0
YPR081C	XVI	702113	703969	1857	342	15.1557	1857	342	13.82	0	0	0	1857	342	15.4824	1857	342	13.808	0	0	0
YPR082C	XVI	704224	704655	432	365	69.5296	432	365	63.4021	0	0	0	432	365	71.0285	432	365	63.3469	0	0	0
YPR083W	XVI	704853	706592	1740	305	14.4249	1740	305	13.1536	0	0	0	1740	305	14.7358	1740	305	13.1422	0	0	0
YPR084W	XVI	706971	708341	1371	402	24.1296	1371	402	22.0031	0	0	0	1371	402	24.6497	1371	402	21.9839	0	0	0
YPR085C	XVI	708496	709827	1332	345	21.3145	1332	345	19.4361	0	0	0	1332	345	21.774	1332	345	19.4192	0	0	0
YPR086W	XVI	710100	711137	1038	1319	104.57	1038	1319	95.3547	0	0	0	1038	1319	106.825	1038	1319	95.2716	0	0	0
YPR087W	XVI	711353	711673	321	423	108.442	321	423	98.8849	0	0	0	49	58	99.5074	49	58	88.7458	0	0	0
YPR088C	XVI	711402	713027	1626	2297	116.252	1626	2297	106.007	0	0	0	1354	2005	124.486	1354	2005	111.023	0	0	0
YPR089W	XVI	713274	715940	2667	1148	35.4225	2667	1148	32.3008	0	0	0	2667	1148	36.1862	2667	1148	32.2727	0	0	0
YPR091C	XVI	716155	718467	2313	855	30.4194	2313	855	27.7386	0	0	0	2223	850	32.1442	2223	850	28.6679	0	0	0
YPR092W	XVI	718378	718683	306	79	21.2455	306	79	19.3732	0	0	0	216	36	14.0111	216	36	12.4958	0	0	0
snR51	XVI	718699	718805	107	39	29.9945	107	39	27.3511	0	0	0	107	39	30.6411	107	39	27.3273	0	0	0
snR70	XVI	718886	719049	164	81	40.6445	164	81	37.0626	0	0	0	164	81	41.5207	164	81	37.0303	0	0	0
snR41	XVI	719147	719241	95	50	43.3119	95	50	39.4949	0	0	0	95	50	44.2456	95	50	39.4605	0	0	0
YPR093C	XVI	719557	720423	867	152	14.4273	867	152	13.1559	0	0	0	867	152	14.7383	867	152	13.1444	0	0	0
YPR094W	XVI	720636	720959	324	203	51.5599	324	203	47.016	0	0	0	324	203	52.6714	324	203	46.975	0	0	0
YPR095C	XVI	721036	724716	3681	556	12.43	3681	556	11.3345	0	0	0	3681	556	12.6979	3681	556	11.3247	0	0	0
YPR096C	XVI	724841	725143	303	16	4.34548	303	16	3.96252	0	0	0	303	16	4.43916	303	16	3.95907	0	0	0
YPR097W	XVI	725393	728614	3222	1204	30.7512	3222	1204	28.0411	0	0	0	3222	1204	31.4141	3222	1204	28.0167	0	0	0
YPR098C	XVI	728946	729527	582	296	41.8533	486	296	45.7036	96	4	312.335	582	296	42.7555	486	296	45.6637	96	4	309.271
YPR099C	XVI	729756	730112	357	1023	235.813	357	1023	215.031	0	0	0	34	44	108.792	34	44	97.0264	0	0	0
YPR100W	XVI	729790	730212	423	1108	215.556	423	1108	196.559	0	0	0	100	303	254.722	100	303	227.174	0	0	0
YPR101W	XVI	730491	731018	528	339	52.8356	528	339	48.1793	0	0	0	528	339	53.9746	528	339	48.1373	0	0	0
YPR102C	XVI	731223	731747	525	14706	2305.13	525	14706	2101.99	0	0	0	525	14706	2354.83	525	14706	2100.15	0	0	0
YPR103W	XVI	732348	733211	864	3083	293.644	864	3083	267.765	0	0	0	864	3083	299.974	864	3083	267.532	0	0	0
YPR104C	XVI	733622	736432	2811	766	22.4248	2811	766	20.4486	0	0	0	2811	766	22.9082	2811	766	20.4307	0	0	0
YPR105C	XVI	736983	739568	2586	894	28.4492	2586	894	25.942	0	0	0	2586	894	29.0625	2586	894	25.9194	0	0	0
YPR106W	XVI	740060	741391	1332	230	14.2097	1332	230	12.9574	0	0	0	1332	230	14.516	1332	230	12.9461	0	0	0
YPR107C	XVI	741437	742063	627	249	32.6808	627	249	29.8007	0	0	0	627	249	33.3853	627	249	29.7747	0	0	0
YPR108W	XVI	742453	743742	1290	2894	184.616	1290	2894	168.346	0	0	0	1290	2894	188.596	1290	2894	168.2	0	0	0
YPR108W-A	XVI	744174	744386	213	10	3.8635	213	10	3.52302	0	0	0	141	10	5.96217	141	10	5.31737	0	0	0
tT(UGU)P	XVI	744283	744354	72	10	11.4295	72	10	10.4223	0	0	0	0	0	0	0	0	0	0	0	0
YPR109W	XVI	744688	745572	885	347	32.2661	885	347	29.4226	0	0	0	885	347	32.9617	885	347	29.3969	0	0	0
YPR110C	XVI	745827	746834	1008	2249	183.607	1008	2249	167.426	0	0	0	1008	2249	187.565	1008	2249	167.28	0	0	0
YPR111W	XVI	747305	748999	1695	426	20.6824	1695	426	18.8597	0	0	0	1695	426	21.1283	1695	426	18.8433	0	0	0
YPR112C	XVI	749255	751918	2664	1359	41.9803	2664	1359	38.2807	0	0	0	2664	1359	42.8853	2664	1359	38.2473	0	0	0
YPR113W	XVI	752256	752918	663	1784	221.433	663	1784	201.918	0	0	0	663	1784	226.206	663	1784	201.742	0	0	0
YPR114W	XVI	753300	754247	948	1204	104.515	948	1204	95.3044	0	0	0	948	1204	106.768	948	1204	95.2213	0	0	0
YPR115W	XVI	754876	758127	3252	891	22.547	3252	891	20.5599	0	0	0	3252	891	23.033	3252	891	20.542	0	0	0
YPR116W	XVI	758647	759480	834	47	4.63759	834	47	4.22889	0	0	0	834	47	4.73757	834	47	4.22521	0	0	0
YPR117W	XVI	760024	767493	7470	1029	11.3359	7470	1029	10.3369	0	0	0	7470	1029	11.5803	7470	1029	10.3279	0	0	0
YPR118W	XVI	767751	768986	1236	1384	92.1464	1236	1384	84.0257	0	0	0	1236	1384	94.1329	1236	1384	83.9525	0	0	0
tK(UUU)P	XVI	769206	769301	96	17	14.5726	73	17	17.4751	23	5	1629.58	96	17	14.8868	73	17	17.4599	23	5	1613.59
YPR119W	XVI	771652	773127	1476	737	41.0905	1476	737	37.4693	0	0	0	1476	737	41.9764	1476	737	37.4367	0	0	0
YPR120C	XVI	773874	775181	1308	386	24.2851	1308	386	22.1449	0	0	0	1308	386	24.8087	1308	386	22.1256	0	0	0
YPR121W	XVI	778582	780300	1719	190	9.09575	1719	190	8.29416	0	0	0	1719	190	9.29183	1719	190	8.28693	0	0	0
YPR122W	XVI	782044	785670	3627	837	18.9906	3627	837	17.317	0	0	0	3627	837	19.4	3627	837	17.3019	0	0	0
YPR123C	XVI	786140	786574	435	181	34.2413	435	181	31.2237	0	0	0	67	59	74.0288	67	59	66.0227	0	0	0
YPR124W	XVI	786207	787427	1221	536	36.1252	1221	536	32.9415	0	0	0	853	424	41.7869	853	424	37.2677	0	0	0
YPR125W	XVI	787960	789324	1365	886	53.4148	1365	886	48.7075	0	0	0	1116	723	54.4625	1116	723	48.5725	0	0	0
YPR126C	XVI	789076	789384	309	258	68.7103	309	258	62.655	0	0	0	60	43	60.2478	60	43	53.732	0	0	0
YPR127W	XVI	790082	791119	1038	382	30.2849	1038	382	27.616	0	0	0	1038	382	30.9378	1038	382	27.5919	0	0	0
YPR128C	XVI	791217	792203	987	602	50.1926	987	602	45.7693	0	0	0	987	602	51.2747	987	602	45.7294	0	0	0
YPR129W	XVI	792686	793735	1050	1024	80.2549	1050	1024	73.1822	0	0	0	687	727	88.9613	687	727	79.3403	0	0	0
YPR130C	XVI	793373	793780	408	361	72.8128	408	361	66.396	0	0	0	45	13	24.2859	45	13	21.6594	0	0	0
YPR131C	XVI	793910	794497	588	370	51.7828	588	370	47.2192	0	0	0	588	370	52.8991	588	370	47.1781	0	0	0
YPR132W	XVI	794964	795766	803	18909	1937.82	438	18769	3215.6	365	243	4990.52	803	18909	1979.6	438	18769	3212.8	365	243	4941.56
